; matrix-scan  -quick -v 2 -m results/leaderboard/train/CHS/GABPA/THC_0866/peak-motifs-nopurge/clustered_motifs/matrix-clusters_aligned_logos/All_concatenated_motifs_trimmed-info_0.1.tf -matrix_format transfac -i data/leaderboard/train/CHS/GABPA/THC_0866.fasta -seq_format fasta -bgfile bg_models/equiprobable_1str.tsv -bg_pseudo 0.01 -pseudo 1 -decimals 1 -2str -return sites -uth rank_pm 1 -n score
; Quick counting mode           
; Input files
;	data/leaderboard/train/CHS/GABPA/THC_0866.fasta
;	bg_models/equiprobable_1str.tsv
; Matrix files
;	results/leaderboard/train/CHS/GABPA/THC_0866/peak-motifs-nopurge/clustered_motifs/matrix-clusters_aligned_logos/All_concatenated_motifs_trimmed-info_0.1.tf
; Sequence format      
; Pseudo counts        
; Background model
;	file
;
;	sensitive
;	0.01
;
;	a	0.25000
;	c	0.25000
;	g	0.25000
;	t	0.25000
; Thresholds	upper
;	NA	1    
; Output columns
;	seq_id
;	ft_type
;	ft_name
;	strand
;	start
;	end
;	sequence
;	weight
#seq_id	ft_name	strand	start	end	weight
hg38_chr5_127073331_127073707_+	cluster_1_node_1_2motifs	D	204	216	10.3
hg38_chr5_128082805_128083184_+	cluster_1_node_1_2motifs	R	178	190	8.1
hg38_chr5_131170467_131170949_+	cluster_1_node_1_2motifs	R	232	244	12.0
hg38_chr5_131635240_131635735_+	cluster_1_node_1_2motifs	R	213	225	6.9
hg38_chr5_132556663_132557155_+	cluster_1_node_1_2motifs	R	223	235	8.5
hg38_chr5_132866407_132866830_+	cluster_1_node_1_2motifs	R	224	236	10.0
hg38_chr5_132963837_132964168_+	cluster_1_node_1_2motifs	D	58	70	7.7
hg38_chr5_133051398_133051949_+	cluster_1_node_1_2motifs	R	259	271	8.7
hg38_chr5_134366954_134367496_+	cluster_1_node_1_2motifs	R	258	270	6.8
hg38_chr5_1344932_1345351_+	cluster_1_node_1_2motifs	R	160	172	10.9
hg38_chr5_134524496_134524813_+	cluster_1_node_1_2motifs	R	168	180	8.8
hg38_chr5_134632613_134633091_+	cluster_1_node_1_2motifs	D	214	226	8.2
hg38_chr5_134648429_134649027_+	cluster_1_node_1_2motifs	D	149	161	12.6
hg38_chr5_134758452_134758927_+	cluster_1_node_1_2motifs	D	276	288	7.8
hg38_chr5_136132630_136132904_+	cluster_1_node_1_2motifs	R	53	65	6.7
hg38_chr5_137754389_137754978_+	cluster_1_node_1_2motifs	D	389	401	9.2
hg38_chr5_138032965_138033302_+	cluster_1_node_1_2motifs	R	132	144	9.4
hg38_chr5_138464019_138464829_+	cluster_1_node_1_2motifs	D	762	774	8.6
hg38_chr5_138491927_138492259_+	cluster_1_node_1_2motifs	D	232	244	5.3
hg38_chr5_138543023_138543661_+	cluster_1_node_1_2motifs	D	214	226	7.8
hg38_chr5_139294554_139294848_+	cluster_1_node_1_2motifs	D	164	176	6.8
hg38_chr5_139341563_139342024_+	cluster_1_node_1_2motifs	D	272	284	11.7
hg38_chr5_139403777_139404312_+	cluster_1_node_1_2motifs	R	484	496	5.6
hg38_chr5_140174764_140175346_+	cluster_1_node_1_2motifs	D	261	273	8.4
hg38_chr5_140175669_140176242_+	cluster_1_node_1_2motifs	R	89	101	8.4
hg38_chr5_140400879_140401877_+	cluster_1_node_1_2motifs	R	751	763	8.7
hg38_chr5_140557223_140557697_+	cluster_1_node_1_2motifs	D	231	243	10.5
hg38_chr5_140564543_140564965_+	cluster_1_node_1_2motifs	R	210	222	10.3
hg38_chr5_140664565_140665063_+	cluster_1_node_1_2motifs	D	231	243	10.7
hg38_chr5_140691116_140691723_+	cluster_1_node_1_2motifs	R	331	343	12.3
hg38_chr5_141041127_141041455_+	cluster_1_node_1_2motifs	D	192	204	6.6
hg38_chr5_141320568_141321035_+	cluster_1_node_1_2motifs	R	209	221	8.1
hg38_chr5_141618291_141618562_+	cluster_1_node_1_2motifs	R	193	205	8.2
hg38_chr5_141618911_141619267_+	cluster_1_node_1_2motifs	D	179	191	10.4
hg38_chr5_141849656_141849962_+	cluster_1_node_1_2motifs	R	201	213	8.6
hg38_chr5_141923520_141923968_+	cluster_1_node_1_2motifs	D	102	114	8.3
hg38_chr5_141960776_141961131_+	cluster_1_node_1_2motifs	R	187	199	9.7
hg38_chr5_141968974_141969251_+	cluster_1_node_1_2motifs	D	239	251	8.2
hg38_chr5_142024795_142025294_+	cluster_1_node_1_2motifs	D	91	103	8.9
hg38_chr5_143403309_143403680_+	cluster_1_node_1_2motifs	R	21	33	4.4
hg38_chr5_143405196_143405635_+	cluster_1_node_1_2motifs	R	209	221	7.4
hg38_chr5_144170518_144170909_+	cluster_1_node_1_2motifs	D	133	145	5.9
hg38_chr5_146182588_146183082_+	cluster_1_node_1_2motifs	R	209	221	9.6
hg38_chr5_148383710_148384192_+	cluster_1_node_1_2motifs	R	243	255	10.6
hg38_chr5_149345099_149345763_+	cluster_1_node_1_2motifs	R	253	265	10.4
hg38_chr5_149551344_149551864_+	cluster_1_node_1_2motifs	D	278	290	11.0
hg38_chr5_150000390_150000868_+	cluster_1_node_1_2motifs	D	302	314	9.3
hg38_chr5_150357374_150357942_+	cluster_1_node_1_2motifs	R	275	287	11.1
hg38_chr5_150449520_150450194_+	cluster_1_node_1_2motifs	D	245	257	9.3
hg38_chr5_150700926_150701287_+	cluster_1_node_1_2motifs	D	175	187	5.8
hg38_chr5_150758553_150759073_+	cluster_1_node_1_2motifs	D	227	239	6.5
hg38_chr5_151771198_151771854_+	cluster_1_node_1_2motifs	D	278	290	5.9
hg38_chr5_154038677_154039271_+	cluster_1_node_1_2motifs	R	237	249	10.5
hg38_chr5_154445680_154446343_+	cluster_1_node_1_2motifs	D	274	286	9.5
hg38_chr5_154858445_154858890_+	cluster_1_node_1_2motifs	D	111	123	4.2
hg38_chr5_157142669_157143108_+	cluster_1_node_1_2motifs	D	200	212	9.3
hg38_chr5_157731230_157731825_+	cluster_1_node_1_2motifs	D	163	175	9.5
hg38_chr5_157858960_157859339_+	cluster_1_node_1_2motifs	R	208	220	10.0
hg38_chr5_159262965_159263617_+	cluster_1_node_1_2motifs	D	322	334	12.6
hg38_chr5_160008942_160009352_+	cluster_1_node_1_2motifs	R	175	187	8.1
hg38_chr5_160418805_160419342_+	cluster_1_node_1_2motifs	D	278	290	8.6
hg38_chr5_1633754_1634255_+	cluster_1_node_1_2motifs	D	253	265	12.4
hg38_chr5_163505360_163505827_+	cluster_1_node_1_2motifs	R	198	210	10.4
hg38_chr5_16465489_16466300_+	cluster_1_node_1_2motifs	D	315	327	8.3
hg38_chr5_168486182_168486732_+	cluster_1_node_1_2motifs	D	250	262	7.7
hg38_chr5_168579493_168580005_+	cluster_1_node_1_2motifs	D	163	175	7.5
hg38_chr5_168898171_168898542_+	cluster_1_node_1_2motifs	R	163	175	8.7
hg38_chr5_172006612_172007146_+	cluster_1_node_1_2motifs	D	310	322	7.3
hg38_chr5_172187573_172188228_+	cluster_1_node_1_2motifs	R	58	70	9.3
hg38_chr5_172834071_172834432_+	cluster_1_node_1_2motifs	D	177	189	9.4
hg38_chr5_172959249_172959578_+	cluster_1_node_1_2motifs	D	172	184	11.5
hg38_chr5_173056167_173056472_+	cluster_1_node_1_2motifs	D	192	204	7.4
hg38_chr5_173616719_173617004_+	cluster_1_node_1_2motifs	D	185	197	5.8
hg38_chr5_173888054_173888521_+	cluster_1_node_1_2motifs	R	255	267	11.4
hg38_chr5_175478332_175478752_+	cluster_1_node_1_2motifs	D	234	246	5.9
hg38_chr5_176388396_176389302_+	cluster_1_node_1_2motifs	R	418	430	5.9
hg38_chr5_176416251_176416569_+	cluster_1_node_1_2motifs	D	249	261	8.8
hg38_chr5_176448122_176448526_+	cluster_1_node_1_2motifs	D	230	242	9.0
hg38_chr5_176536831_176537255_+	cluster_1_node_1_2motifs	D	273	285	5.9
hg38_chr5_176610385_176610784_+	cluster_1_node_1_2motifs	D	208	220	12.1
hg38_chr5_177006610_177007017_+	cluster_1_node_1_2motifs	D	375	387	2.8
hg38_chr5_177303553_177304040_+	cluster_1_node_1_2motifs	R	235	247	12.7
hg38_chr5_177351376_177352059_+	cluster_1_node_1_2motifs	D	287	299	10.3
hg38_chr5_177370851_177371177_+	cluster_1_node_1_2motifs	D	182	194	5.5
hg38_chr5_177455351_177455717_+	cluster_1_node_1_2motifs	R	181	193	11.5
hg38_chr5_177599843_177600348_+	cluster_1_node_1_2motifs	R	287	299	4.7
hg38_chr5_178113336_178113650_+	cluster_1_node_1_2motifs	D	136	148	8.4
hg38_chr5_178130778_178131322_+	cluster_1_node_1_2motifs	D	218	230	9.1
hg38_chr5_178153865_178154157_+	cluster_1_node_1_2motifs	D	14	26	7.6
hg38_chr5_179698619_179699092_+	cluster_1_node_1_2motifs	D	136	148	9.5
hg38_chr5_179732449_179732812_+	cluster_1_node_1_2motifs	R	82	94	8.4
hg38_chr5_180809780_180810583_+	cluster_1_node_1_2motifs	R	441	453	10.2
hg38_chr5_180861100_180861617_+	cluster_1_node_1_2motifs	R	490	502	11.9
hg38_chr5_181189010_181189417_+	cluster_1_node_1_2motifs	D	54	66	2.7
hg38_chr5_181222925_181223896_+	cluster_1_node_1_2motifs	R	718	730	10.4
hg38_chr5_181243746_181244178_+	cluster_1_node_1_2motifs	R	183	195	7.1
hg38_chr5_181246241_181246672_+	cluster_1_node_1_2motifs	R	194	206	8.3
hg38_chr5_21459286_21459656_+	cluster_1_node_1_2motifs	D	182	194	6.0
hg38_chr5_26030336_26030609_+	cluster_1_node_1_2motifs	R	223	235	11.8
hg38_chr5_271178_271811_+	cluster_1_node_1_2motifs	R	432	444	11.2
hg38_chr5_31531857_31532555_+	cluster_1_node_1_2motifs	D	435	447	6.7
hg38_chr5_32174197_32174583_+	cluster_1_node_1_2motifs	R	190	202	10.4
hg38_chr5_32312594_32313409_+	cluster_1_node_1_2motifs	R	61	73	6.2
hg38_chr5_32585340_32585950_+	cluster_1_node_1_2motifs	D	214	226	13.7
hg38_chr5_33440575_33441389_+	cluster_1_node_1_2motifs	R	657	669	7.5
hg38_chr5_34838818_34839551_+	cluster_1_node_1_2motifs	R	270	282	12.7
hg38_chr5_34915354_34915896_+	cluster_1_node_1_2motifs	R	143	155	7.8
hg38_chr5_34929346_34929643_+	cluster_1_node_1_2motifs	D	181	193	5.9
hg38_chr5_36151782_36152180_+	cluster_1_node_1_2motifs	D	119	131	7.4
hg38_chr5_36242125_36242478_+	cluster_1_node_1_2motifs	R	231	243	3.9
hg38_chr5_36690408_36690700_+	cluster_1_node_1_2motifs	D	170	182	8.7
hg38_chr5_36876479_36876990_+	cluster_1_node_1_2motifs	D	274	286	12.2
hg38_chr5_37370899_37371423_+	cluster_1_node_1_2motifs	D	212	224	10.1
hg38_chr5_37379102_37379416_+	cluster_1_node_1_2motifs	D	171	183	6.0
hg38_chr5_38660456_38660738_+	cluster_1_node_1_2motifs	D	205	217	5.5
hg38_chr5_39424752_39425077_+	cluster_1_node_1_2motifs	D	177	189	7.9
hg38_chr5_40834942_40835679_+	cluster_1_node_1_2motifs	D	283	295	10.6
hg38_chr5_41903908_41904503_+	cluster_1_node_1_2motifs	D	143	155	7.0
hg38_chr5_43040208_43040591_+	cluster_1_node_1_2motifs	D	164	176	5.6
hg38_chr5_43484090_43484555_+	cluster_1_node_1_2motifs	R	112	124	6.8
hg38_chr5_43514892_43515498_+	cluster_1_node_1_2motifs	R	297	309	10.6
hg38_chr5_442881_443468_+	cluster_1_node_1_2motifs	R	272	284	11.0
hg38_chr5_50667424_50667986_+	cluster_1_node_1_2motifs	D	382	394	7.1
hg38_chr5_5271195_5271607_+	cluster_1_node_1_2motifs	D	198	210	5.8
hg38_chr5_55712176_55712562_+	cluster_1_node_1_2motifs	R	141	153	7.6
hg38_chr5_56909986_56910316_+	cluster_1_node_1_2motifs	R	93	105	8.2
hg38_chr5_60699963_60700457_+	cluster_1_node_1_2motifs	R	253	265	9.2
hg38_chr5_61162153_61162888_+	cluster_1_node_1_2motifs	R	314	326	8.9
hg38_chr5_61331774_61332321_+	cluster_1_node_1_2motifs	D	464	476	11.6
hg38_chr5_6378307_6378795_+	cluster_1_node_1_2motifs	D	241	253	6.3
hg38_chr5_64768552_64768942_+	cluster_1_node_1_2motifs	R	96	108	3.9
hg38_chr5_65624746_65625122_+	cluster_1_node_1_2motifs	D	249	261	5.0
hg38_chr5_66143903_66144307_+	cluster_1_node_1_2motifs	D	287	299	9.3
hg38_chr5_6632844_6633255_+	cluster_1_node_1_2motifs	D	208	220	10.6
hg38_chr5_68215432_68215995_+	cluster_1_node_1_2motifs	R	273	285	6.0
hg38_chr5_69189299_69189839_+	cluster_1_node_1_2motifs	R	223	235	7.7
hg38_chr5_69217636_69218043_+	cluster_1_node_1_2motifs	R	109	121	4.1
hg38_chr5_69234662_69235076_+	cluster_1_node_1_2motifs	R	177	189	9.4
hg38_chr5_69369382_69369736_+	cluster_1_node_1_2motifs	R	170	182	9.5
hg38_chr5_69559927_69560267_+	cluster_1_node_1_2motifs	D	236	248	8.5
hg38_chr5_70400809_70401362_+	cluster_1_node_1_2motifs	D	266	278	10.4
hg38_chr5_73498233_73498652_+	cluster_1_node_1_2motifs	D	195	207	11.7
hg38_chr5_73565163_73565647_+	cluster_1_node_1_2motifs	D	265	277	10.2
hg38_chr5_74766934_74767793_+	cluster_1_node_1_2motifs	D	186	198	11.1
hg38_chr5_75236812_75237156_+	cluster_1_node_1_2motifs	R	171	183	10.9
hg38_chr5_75511678_75512238_+	cluster_1_node_1_2motifs	D	462	474	8.0
hg38_chr5_75716936_75717390_+	cluster_1_node_1_2motifs	D	183	195	8.6
hg38_chr5_77030111_77030705_+	cluster_1_node_1_2motifs	D	254	266	9.2
hg38_chr5_78294575_78295109_+	cluster_1_node_1_2motifs	D	115	127	8.0
hg38_chr5_78359830_78360183_+	cluster_1_node_1_2motifs	R	171	183	6.9
hg38_chr5_79514454_79514850_+	cluster_1_node_1_2motifs	R	189	201	8.7
hg38_chr5_79991013_79991494_+	cluster_1_node_1_2motifs	R	251	263	7.5
hg38_chr5_80407693_80408077_+	cluster_1_node_1_2motifs	D	179	191	12.4
hg38_chr5_80654710_80655276_+	cluster_1_node_1_2motifs	R	26	38	6.1
hg38_chr5_81301351_81301910_+	cluster_1_node_1_2motifs	R	213	225	13.0
hg38_chr5_83077101_83077937_+	cluster_1_node_1_2motifs	R	522	534	10.9
hg38_chr5_86617649_86618120_+	cluster_1_node_1_2motifs	D	114	126	6.3
hg38_chr5_87412772_87413195_+	cluster_1_node_1_2motifs	D	193	205	6.0
hg38_chr5_88268575_88269106_+	cluster_1_node_1_2motifs	R	272	284	8.8
hg38_chr5_892427_893109_+	cluster_1_node_1_2motifs	R	395	407	9.9
hg38_chr5_89709938_89710207_+	cluster_1_node_1_2motifs	R	28	40	1.4
hg38_chr5_91380112_91380529_+	cluster_1_node_1_2motifs	D	226	238	9.3
hg38_chr5_94111539_94111877_+	cluster_1_node_1_2motifs	D	107	119	9.9
hg38_chr5_94618442_94619020_+	cluster_1_node_1_2motifs	D	186	198	7.9
hg38_chr5_95646567_95647096_+	cluster_1_node_1_2motifs	D	295	307	6.8
hg38_chr5_96935158_96935448_+	cluster_1_node_1_2motifs	D	195	207	6.4
hg38_chr7_100015263_100015816_+	cluster_1_node_1_2motifs	R	279	291	9.4
hg38_chr7_100049582_100049975_+	cluster_1_node_1_2motifs	D	189	201	10.8
hg38_chr7_100081463_100082049_+	cluster_1_node_1_2motifs	D	284	296	7.9
hg38_chr7_100100426_100101007_+	cluster_1_node_1_2motifs	D	349	361	10.9
hg38_chr7_100101696_100102160_+	cluster_1_node_1_2motifs	R	227	239	6.7
hg38_chr7_100148616_100149119_+	cluster_1_node_1_2motifs	R	308	320	7.3
hg38_chr7_100158526_100158987_+	cluster_1_node_1_2motifs	R	196	208	8.2
hg38_chr7_100335898_100336192_+	cluster_1_node_1_2motifs	D	69	81	5.0
hg38_chr7_100436214_100436785_+	cluster_1_node_1_2motifs	D	265	277	4.9
hg38_chr7_100612001_100612578_+	cluster_1_node_1_2motifs	R	430	442	9.2
hg38_chr7_100705851_100706202_+	cluster_1_node_1_2motifs	R	151	163	9.3
hg38_chr7_101217654_101218359_+	cluster_1_node_1_2motifs	R	461	473	12.5
hg38_chr7_101244781_101245426_+	cluster_1_node_1_2motifs	D	299	311	10.5
hg38_chr7_101321618_101322029_+	cluster_1_node_1_2motifs	D	214	226	12.1
hg38_chr7_102363558_102364023_+	cluster_1_node_1_2motifs	D	238	250	10.1
hg38_chr7_102464730_102465134_+	cluster_1_node_1_2motifs	D	200	212	6.7
hg38_chr7_102478718_102479043_+	cluster_1_node_1_2motifs	D	210	222	7.5
hg38_chr7_103280220_103280526_+	cluster_1_node_1_2motifs	D	203	215	7.2
hg38_chr7_103297279_103297637_+	cluster_1_node_1_2motifs	R	139	151	5.2
hg38_chr7_103347371_103347985_+	cluster_1_node_1_2motifs	D	245	257	9.0
hg38_chr7_104207778_104208182_+	cluster_1_node_1_2motifs	D	256	268	4.7
hg38_chr7_104944974_104945499_+	cluster_1_node_1_2motifs	R	231	243	9.1
hg38_chr7_104983722_104984157_+	cluster_1_node_1_2motifs	R	226	238	9.3
hg38_chr7_106112312_106112719_+	cluster_1_node_1_2motifs	D	313	325	8.4
hg38_chr7_107743486_107744353_+	cluster_1_node_1_2motifs	D	641	653	8.1
hg38_chr7_108526003_108526480_+	cluster_1_node_1_2motifs	R	184	196	12.0
hg38_chr7_108569491_108570016_+	cluster_1_node_1_2motifs	R	270	282	12.7
hg38_chr7_112206380_112206692_+	cluster_1_node_1_2motifs	R	143	155	11.2
hg38_chr7_116210409_116210756_+	cluster_1_node_1_2motifs	R	148	160	6.3
hg38_chr7_123748966_123749340_+	cluster_1_node_1_2motifs	D	228	240	8.3
hg38_chr7_127392565_127392869_+	cluster_1_node_1_2motifs	R	170	182	9.5
hg38_chr7_127585417_127585801_+	cluster_1_node_1_2motifs	R	196	208	9.1
hg38_chr7_127651796_127652107_+	cluster_1_node_1_2motifs	R	177	189	10.3
hg38_chr7_128343676_128344175_+	cluster_1_node_1_2motifs	R	225	237	9.5
hg38_chr7_128476537_128476910_+	cluster_1_node_1_2motifs	R	180	192	5.9
hg38_chr7_128739079_128739536_+	cluster_1_node_1_2motifs	D	260	272	9.6
hg38_chr7_128791294_128791568_+	cluster_1_node_1_2motifs	D	35	47	6.1
hg38_chr7_129054820_129055473_+	cluster_1_node_1_2motifs	R	299	311	10.1
hg38_chr7_129224487_129224797_+	cluster_1_node_1_2motifs	R	123	135	9.4
hg38_chr7_130051167_130051655_+	cluster_1_node_1_2motifs	D	66	78	7.3
hg38_chr7_130205191_130205608_+	cluster_1_node_1_2motifs	R	282	294	4.9
hg38_chr7_130440602_130441014_+	cluster_1_node_1_2motifs	R	241	253	7.9
hg38_chr7_130668510_130668960_+	cluster_1_node_1_2motifs	R	219	231	7.4
hg38_chr7_131007535_131007881_+	cluster_1_node_1_2motifs	D	149	161	12.4
hg38_chr7_134316913_134317215_+	cluster_1_node_1_2motifs	D	129	141	6.8
hg38_chr7_134646490_134646961_+	cluster_1_node_1_2motifs	R	225	237	7.1
hg38_chr7_135170445_135171065_+	cluster_1_node_1_2motifs	D	321	333	11.8
hg38_chr7_135662173_135662738_+	cluster_1_node_1_2motifs	R	296	308	8.6
hg38_chr7_135977059_135977659_+	cluster_1_node_1_2motifs	D	294	306	10.0
hg38_chr7_139133421_139133977_+	cluster_1_node_1_2motifs	D	248	260	7.2
hg38_chr7_139230855_139231284_+	cluster_1_node_1_2motifs	D	264	276	11.2
hg38_chr7_139340024_139340555_+	cluster_1_node_1_2motifs	D	274	286	7.8
hg38_chr7_140176957_140177236_+	cluster_1_node_1_2motifs	D	163	175	7.1
hg38_chr7_140479141_140479742_+	cluster_1_node_1_2motifs	D	233	245	9.6
hg38_chr7_141014588_141015230_+	cluster_1_node_1_2motifs	R	358	370	7.0
hg38_chr7_141551207_141551636_+	cluster_1_node_1_2motifs	R	95	107	4.0
hg38_chr7_141738057_141738648_+	cluster_1_node_1_2motifs	R	306	318	11.2
hg38_chr7_149126243_149126730_+	cluster_1_node_1_2motifs	R	110	122	6.3
hg38_chr7_149714753_149715131_+	cluster_1_node_1_2motifs	R	79	91	4.4
hg38_chr7_149742100_149742502_+	cluster_1_node_1_2motifs	D	219	231	5.3
hg38_chr7_150323029_150323402_+	cluster_1_node_1_2motifs	D	129	141	9.5
hg38_chr7_1504144_1504634_+	cluster_1_node_1_2motifs	D	261	273	8.8
hg38_chr7_151028082_151028452_+	cluster_1_node_1_2motifs	D	181	193	9.3
hg38_chr7_151058017_151058391_+	cluster_1_node_1_2motifs	R	245	257	8.2
hg38_chr7_151083319_151083634_+	cluster_1_node_1_2motifs	D	149	161	11.7
hg38_chr7_151232352_151232688_+	cluster_1_node_1_2motifs	R	126	138	6.0
hg38_chr7_151341570_151341978_+	cluster_1_node_1_2motifs	R	257	269	6.7
hg38_chr7_152463942_152464253_+	cluster_1_node_1_2motifs	R	233	245	5.9
hg38_chr7_155003940_155004243_+	cluster_1_node_1_2motifs	R	98	110	10.2
hg38_chr7_155509862_155510300_+	cluster_1_node_1_2motifs	D	302	314	7.3
hg38_chr7_156949490_156949943_+	cluster_1_node_1_2motifs	R	199	211	10.3
hg38_chr7_1569857_1570310_+	cluster_1_node_1_2motifs	R	168	180	11.5
hg38_chr7_157336710_157337203_+	cluster_1_node_1_2motifs	R	150	162	7.5
hg38_chr7_157387182_157387463_+	cluster_1_node_1_2motifs	D	132	144	11.1
hg38_chr7_158704895_158705169_+	cluster_1_node_1_2motifs	R	263	275	4.6
hg38_chr7_2241959_2242513_+	cluster_1_node_1_2motifs	D	254	266	13.2
hg38_chr7_23298976_23299305_+	cluster_1_node_1_2motifs	D	224	236	6.5
hg38_chr7_23490378_23490656_+	cluster_1_node_1_2motifs	D	138	150	8.6
hg38_chr7_23680717_23681043_+	cluster_1_node_1_2motifs	D	129	141	5.4
hg38_chr7_2633272_2633545_+	cluster_1_node_1_2motifs	R	101	113	9.8
hg38_chr7_27147158_27147516_+	cluster_1_node_1_2motifs	D	195	207	8.9
hg38_chr7_27739868_27740334_+	cluster_1_node_1_2motifs	R	246	258	11.2
hg38_chr7_2844286_2844653_+	cluster_1_node_1_2motifs	D	164	176	8.5
hg38_chr7_30284397_30284766_+	cluster_1_node_1_2motifs	D	241	253	6.1
hg38_chr7_32490144_32490712_+	cluster_1_node_1_2motifs	R	229	241	12.1
hg38_chr7_32891150_32891760_+	cluster_1_node_1_2motifs	R	99	111	6.7
hg38_chr7_32892051_32892335_+	cluster_1_node_1_2motifs	R	130	142	6.6
hg38_chr7_35695005_35695376_+	cluster_1_node_1_2motifs	R	175	187	9.3
hg38_chr7_39566232_39566626_+	cluster_1_node_1_2motifs	D	147	159	9.7
hg38_chr7_39623346_39623839_+	cluster_1_node_1_2motifs	R	213	225	10.9
hg38_chr7_39733368_39733812_+	cluster_1_node_1_2motifs	R	195	207	9.9
hg38_chr7_39949259_39949663_+	cluster_1_node_1_2motifs	D	247	259	12.2
hg38_chr7_40134443_40134881_+	cluster_1_node_1_2motifs	D	251	263	8.5
hg38_chr7_43729272_43729834_+	cluster_1_node_1_2motifs	D	263	275	8.6
hg38_chr7_44019018_44019412_+	cluster_1_node_1_2motifs	D	163	175	7.5
hg38_chr7_44044303_44044895_+	cluster_1_node_1_2motifs	R	394	406	6.4
hg38_chr7_44082348_44082804_+	cluster_1_node_1_2motifs	R	171	183	6.1
hg38_chr7_44200632_44201250_+	cluster_1_node_1_2motifs	R	338	350	9.3
hg38_chr7_44490308_44490967_+	cluster_1_node_1_2motifs	D	352	364	12.1
hg38_chr7_44573761_44574224_+	cluster_1_node_1_2motifs	R	238	250	11.1
hg38_chr7_44606811_44607150_+	cluster_1_node_1_2motifs	R	166	178	7.2
hg38_chr7_44748307_44748628_+	cluster_1_node_1_2motifs	R	283	295	5.9
hg38_chr7_44848319_44848630_+	cluster_1_node_1_2motifs	D	149	161	0.3
hg38_chr7_44885270_44885909_+	cluster_1_node_1_2motifs	D	262	274	11.7
hg38_chr7_44999744_45000284_+	cluster_1_node_1_2motifs	R	425	437	11.8
hg38_chr7_45111486_45111970_+	cluster_1_node_1_2motifs	R	283	295	7.3
hg38_chr7_4642110_4642380_+	cluster_1_node_1_2motifs	D	127	139	7.5
hg38_chr7_4775309_4775817_+	cluster_1_node_1_2motifs	R	323	335	8.0
hg38_chr7_47979346_47979710_+	cluster_1_node_1_2motifs	D	15	27	8.8
hg38_chr7_5045560_5046056_+	cluster_1_node_1_2motifs	D	227	239	10.5
hg38_chr7_54759030_54759399_+	cluster_1_node_1_2motifs	D	297	309	6.2
hg38_chr7_5513580_5514095_+	cluster_1_node_1_2motifs	D	221	233	13.0
hg38_chr7_5529493_5530202_+	cluster_1_node_1_2motifs	D	219	231	12.1
hg38_chr7_5558934_5559318_+	cluster_1_node_1_2motifs	R	173	185	5.5
hg38_chr7_5561990_5562339_+	cluster_1_node_1_2motifs	R	130	142	4.3
hg38_chr7_56106117_56106860_+	cluster_1_node_1_2motifs	R	542	554	8.7
hg38_chr7_5781484_5781836_+	cluster_1_node_1_2motifs	D	160	172	5.6
hg38_chr7_5822947_5823340_+	cluster_1_node_1_2motifs	D	253	265	10.8
hg38_chr7_5898510_5898889_+	cluster_1_node_1_2motifs	R	210	222	10.3
hg38_chr7_6008947_6009294_+	cluster_1_node_1_2motifs	R	25	37	5.9
hg38_chr7_6059063_6059366_+	cluster_1_node_1_2motifs	R	105	117	9.4
hg38_chr7_6081317_6081676_+	cluster_1_node_1_2motifs	R	183	195	9.2
hg38_chr7_6104538_6104831_+	cluster_1_node_1_2motifs	R	105	117	4.4
hg38_chr7_6374286_6374711_+	cluster_1_node_1_2motifs	R	215	227	8.0
hg38_chr7_64794255_64794579_+	cluster_1_node_1_2motifs	R	300	312	5.8
hg38_chr7_65373624_65373939_+	cluster_1_node_1_2motifs	D	203	215	6.2
hg38_chr7_6577205_6577667_+	cluster_1_node_1_2motifs	R	198	210	9.8
hg38_chr7_6590118_6590399_+	cluster_1_node_1_2motifs	R	121	133	9.4
hg38_chr7_6637091_6637489_+	cluster_1_node_1_2motifs	D	224	236	10.7
hg38_chr7_66493399_66493825_+	cluster_1_node_1_2motifs	R	189	201	7.3
hg38_chr7_66592237_66592550_+	cluster_1_node_1_2motifs	D	172	184	10.0
hg38_chr7_66654162_66654627_+	cluster_1_node_1_2motifs	R	300	312	12.7
hg38_chr7_66681749_66682291_+	cluster_1_node_1_2motifs	R	311	323	11.5
hg38_chr7_66740378_66740785_+	cluster_1_node_1_2motifs	R	250	262	12.7
hg38_chr7_66995640_66995936_+	cluster_1_node_1_2motifs	R	174	186	2.6
hg38_chr7_66996524_66996940_+	cluster_1_node_1_2motifs	R	126	138	6.7
hg38_chr7_6706793_6707212_+	cluster_1_node_1_2motifs	R	217	229	10.1
hg38_chr7_67129148_67129494_+	cluster_1_node_1_2motifs	R	140	152	5.9
hg38_chr7_6729471_6729944_+	cluster_1_node_1_2motifs	D	237	249	10.1
hg38_chr7_67302677_67303140_+	cluster_1_node_1_2motifs	R	294	306	2.3
hg38_chr7_6826169_6826482_+	cluster_1_node_1_2motifs	D	98	110	10.3
hg38_chr7_726406_726873_+	cluster_1_node_1_2motifs	R	240	252	12.1
hg38_chr7_72828148_72828574_+	cluster_1_node_1_2motifs	D	246	258	6.7
hg38_chr7_72829043_72829539_+	cluster_1_node_1_2motifs	D	392	404	4.1
hg38_chr7_72879069_72879459_+	cluster_1_node_1_2motifs	D	201	213	10.1
hg38_chr7_73005881_73006174_+	cluster_1_node_1_2motifs	R	154	166	5.0
